Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote,Unnamed: 9,exchange,dateextracted
$LMNS,Lumenis Ltd.,9.87,347833723.44,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lmns,,Nasdaq,2014-12-07 09:08:00.734811
$LMNX,Luminex Corporation,18.82,806120654.62,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,,Nasdaq,2014-12-07 09:08:00.734811
$LMOS,Lumos Networks Corp.,16.67,374614074.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos,,Nasdaq,2014-12-07 09:08:00.734811
$LUNA,Luna Innovations Incorporated,1.46,21972559.08,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,,Nasdaq,2014-12-07 09:08:00.734811
$MBTF,M B T Financial Corp,4.95,112347907.65,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,,Nasdaq,2014-12-07 09:08:00.734811
$MTSI,"M/A-COM Technology Solutions Holdings, Inc.",28.66,1362177786.78,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,,Nasdaq,2014-12-07 09:08:00.734811
$MCBC,Macatawa Bank Corporation,5.37,181526529.51,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,,Nasdaq,2014-12-07 09:08:00.734811
$MFNC,Mackinac Financial Corporation,11.15,62047687.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,,Nasdaq,2014-12-07 09:08:00.734811
$MCUR,MACROCURE LTD.,7.81,127303000.0,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur,,Nasdaq,2014-12-07 09:08:00.734811
$MGNX,"MacroGenics, Inc.",28.91,803552380.33,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,,Nasdaq,2014-12-07 09:08:00.734811
$MCBK,"Madison County Financial, Inc.",19.5001,59133702.2482,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mcbk,,Nasdaq,2014-12-07 09:08:00.734811
$MAGS,Magal Security Systems Ltd.,5.87,95499159.14,n/a,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,,Nasdaq,2014-12-07 09:08:00.734811
$MGLN,"Magellan Health, Inc.",62.24,1720676521.44,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,,Nasdaq,2014-12-07 09:08:00.734811
$MPET,Magellan Petroleum Corporation,1.1,50271217.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet,,Nasdaq,2014-12-07 09:08:00.734811
$MGIC,Magic Software Enterprises Ltd.,6.56,289507133.6,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,,Nasdaq,2014-12-07 09:08:00.734811
$CALL,magicJack VocalTec Ltd,8,142657040.0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,,Nasdaq,2014-12-07 09:08:00.734811
$MNGA,MagneGas Corporation,0.73,26704682.61,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,,Nasdaq,2014-12-07 09:08:00.734811
$MAG,"Magnetek, Inc.",44.75,158100273.25,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mag,,Nasdaq,2014-12-07 09:08:00.734811
$MGYR,"Magyar Bancorp, Inc.",8.28,48151876.32,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,,Nasdaq,2014-12-07 09:08:00.734811
$MHLD,"Maiden Holdings, Ltd.",13.055,951841120.51,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,,Nasdaq,2014-12-07 09:08:00.734811
$MHLDO,"Maiden Holdings, Ltd.",48.306,159409800.0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo,,Nasdaq,2014-12-07 09:08:00.734811
$MSFG,"MainSource Financial Group, Inc.",17.98,389933608.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,,Nasdaq,2014-12-07 09:08:00.734811
$COOL,Majesco Entertainment Company,0.71,4731506.03,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool,,Nasdaq,2014-12-07 09:08:00.734811
$MMYT,MakeMyTrip Limited,29.13,1214090073.33,n/a,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,,Nasdaq,2014-12-07 09:08:00.734811
$MBUU,"Malibu Boats, Inc.",18.68,291555123.68,n/a,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu,,Nasdaq,2014-12-07 09:08:00.734811
$MLVF,"Malvern Bancorp, Inc.",11.5,75422439.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf,,Nasdaq,2014-12-07 09:08:00.734811
$MAMS,"MAM Software Group, Inc.",5.7001,81458476.07100001,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams,,Nasdaq,2014-12-07 09:08:00.734811
$MNDL,"Mandalay Digital Group, Inc",3.51,132668245.71,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mndl,,Nasdaq,2014-12-07 09:08:00.734811
$MANH,"Manhattan Associates, Inc.",42.38,3162891530.76,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh,,Nasdaq,2014-12-07 09:08:00.734811
$LOAN,"Manhattan Bridge Capital, Inc",3.15,19087664.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan,,Nasdaq,2014-12-07 09:08:00.734811
$MNTX,"Manitex International, Inc.",11.72,162004598.96,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx,,Nasdaq,2014-12-07 09:08:00.734811
$MTEX,"Mannatech, Incorporated",27.17,72496189.48,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex,,Nasdaq,2014-12-07 09:08:00.734811
$MNKD,MannKind Corporation,5.52,2239463238.24,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd,,Nasdaq,2014-12-07 09:08:00.734811
$MANT,ManTech International Corporation,30.48,1136122188.0,n/a,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant,,Nasdaq,2014-12-07 09:08:00.734811
$MARA,"Marathon Patent Group, Inc.",17.657,119889352.585,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara,,Nasdaq,2014-12-07 09:08:00.734811
$MCHX,"Marchex, Inc.",3.83,164091784.64,n/a,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx,,Nasdaq,2014-12-07 09:08:00.734811
$MARPS,Marine Petroleum Trust,11.4999,22999800.0,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps,,Nasdaq,2014-12-07 09:08:00.734811
$MRNS,"Marinus Pharmaceuticals, Inc.",7.23,101276061.42,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns,,Nasdaq,2014-12-07 09:08:00.734811
$MKTX,"MarketAxess Holdings, Inc.",68.1,2545470061.5,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx,,Nasdaq,2014-12-07 09:08:00.734811
$MKTO,"Marketo, Inc.",32.19,1326620846.76,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto,,Nasdaq,2014-12-07 09:08:00.734811
$MRKT,Markit Ltd.,25.31,4597933253.28,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt,,Nasdaq,2014-12-07 09:08:00.734811
$MRLN,Marlin Business Services Corp.,18.74,240260180.36,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln,,Nasdaq,2014-12-07 09:08:00.734811
$FISH,"Marlin Midstream Partners, LP",19.42,343807660.06,n/a,1992,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/fish,,Nasdaq,2014-12-07 09:08:00.734811
$MAR,Marriott International,78.99,22382670460.89,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,,Nasdaq,2014-12-07 09:08:00.734811
$MBII,"Marrone Bio Innovations, Inc.",2.41,58801802.08,n/a,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii,,Nasdaq,2014-12-07 09:08:00.734811
$MRTN,"Marten Transport, Ltd.",21.16,706867341.64,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn,,Nasdaq,2014-12-07 09:08:00.734811
$MMLP,Martin Midstream Partners L.P.,32.89,1162651600.11,n/a,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp,,Nasdaq,2014-12-07 09:08:00.734811
$MRVL,Marvell Technology Group Ltd.,15.095,7764868000.0,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl,,Nasdaq,2014-12-07 09:08:00.734811
$MASI,Masimo Corporation,25.42,1332302414.44,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi,,Nasdaq,2014-12-07 09:08:00.734811
$MTLS,Materialise NV,9.96,468837677.76,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls,,Nasdaq,2014-12-07 09:08:00.734811
$MTRX,Matrix Service Company,21.69,575522199.72,n/a,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx,,Nasdaq,2014-12-07 09:08:00.734811
$MAT,"Mattel, Inc.",30.88,10462970812.0,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat,,Nasdaq,2014-12-07 09:08:00.734811
$MATR,Mattersight Corporation,6.18,137417973.24,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/matr,,Nasdaq,2014-12-07 09:08:00.734811
$MATW,Matthews International Corporation,47.5,1561518087.5,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw,,Nasdaq,2014-12-07 09:08:00.734811
$MFRM,Mattress Firm Holding Corp.,61.61,2157434459.22,n/a,2011,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm,,Nasdaq,2014-12-07 09:08:00.734811
$MTSN,"Mattson Technology, Inc.",2.67,197055593.31,n/a,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn,,Nasdaq,2014-12-07 09:08:00.734811
$MXIM,"Maxim Integrated Products, Inc.",31.36,8872387413.12,n/a,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim,,Nasdaq,2014-12-07 09:08:00.734811
$MXWL,"Maxwell Technologies, Inc.",9.76,291353977.92,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl,,Nasdaq,2014-12-07 09:08:00.734811
$MZOR,Mazor Robotics Ltd.,11.48,240185570.24,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor,,Nasdaq,2014-12-07 09:08:00.734811
$MBFI,MB Financial Inc.,31.85,2381334683.0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi,,Nasdaq,2014-12-07 09:08:00.734811
$MBFIP,MB Financial Inc.,27.5,110000000.0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip,,Nasdaq,2014-12-07 09:08:00.734811
$MCGC,MCG Capital Corporation,3.68,160104365.28,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/mcgc,,Nasdaq,2014-12-07 09:08:00.734811
$MGRC,McGrath RentCorp,35.33,917161677.15,n/a,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc,,Nasdaq,2014-12-07 09:08:00.734811
$MDCA,MDC Partners Inc.,22.63,1123439488.19,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca,,Nasdaq,2014-12-07 09:08:00.734811
$MCOX,Mecox Lane Limited,3.58,46546912.98,n/a,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/mcox,,Nasdaq,2014-12-07 09:08:00.734811
$TAXI,Medallion Financial Corp.,10.23,257415351.93,n/a,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi,,Nasdaq,2014-12-07 09:08:00.734811
$MDAS,"MedAssets, Inc.",19.07,1148158302.69,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas,,Nasdaq,2014-12-07 09:08:00.734811
$MTBC,"Medical Transcription Billing, Corp.",2.73,30027633.09,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc,,Nasdaq,2014-12-07 09:08:00.734811
$MNOV,"MediciNova, Inc.",3.32,80408132.44,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov,,Nasdaq,2014-12-07 09:08:00.734811
$MDSO,"Medidata Solutions, Inc.",43.37,2352865392.93,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso,,Nasdaq,2014-12-07 09:08:00.734811
$MDVN,"Medivation, Inc.",111.93,8688528081.87,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn,,Nasdaq,2014-12-07 09:08:00.734811
$MDWD,MediWound Ltd.,6.06,129064934.64,n/a,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd,,Nasdaq,2014-12-07 09:08:00.734811
$MEET,"MeetMe, Inc.",1.61,72255244.74,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet,,Nasdaq,2014-12-07 09:08:00.734811
$MEIP,"MEI Pharma, Inc.",6.25,135045600.0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip,,Nasdaq,2014-12-07 09:08:00.734811
$MELA,"MELA Sciences, Inc",1.5014,9064300.1248,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mela,,Nasdaq,2014-12-07 09:08:00.734811
$MPEL,Melco Crown Entertainment Limited,25.11,13832314262.28,n/a,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel,,Nasdaq,2014-12-07 09:08:00.734811
$MLNX,"Mellanox Technologies, Ltd.",43.98,1989757233.6,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx,,Nasdaq,2014-12-07 09:08:00.734811
$MELR,"Melrose Bancorp, Inc.",13.1,37067484.9,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr,,Nasdaq,2014-12-07 09:08:00.734811
$MEMP,Memorial Production Partners LP,14,1213580578.0,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp,,Nasdaq,2014-12-07 09:08:00.734811
$MRD,Memorial Resource Development Corp.,18.12,3507292903.32,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mrd,,Nasdaq,2014-12-07 09:08:00.734811
$MENT,Mentor Graphics Corporation,22.59,2567945787.21,n/a,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment,,Nasdaq,2014-12-07 09:08:00.734811
$MTSL,MER Telemanagement Solutions Ltd.,1.08,5028001.56,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl,,Nasdaq,2014-12-07 09:08:00.734811
$MELI,"MercadoLibre, Inc.",138.2,6102161850.4,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli,,Nasdaq,2014-12-07 09:08:00.734811
$MBWM,Mercantile Bank Corporation,19.91,335738328.09,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm,,Nasdaq,2014-12-07 09:08:00.734811
$MERC,Mercer International Inc.,13.63,876044915.44,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc,,Nasdaq,2014-12-07 09:08:00.734811
$MBVT,"Merchants Bancshares, Inc.",28.82,182478153.0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt,,Nasdaq,2014-12-07 09:08:00.734811
$MRCY,Mercury Systems Inc,13.17,446735210.73,n/a,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy,,Nasdaq,2014-12-07 09:08:00.734811
$MRGE,Merge Healthcare Incorporated.,3.4,335244494.8,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/mrge,,Nasdaq,2014-12-07 09:08:00.734811
$MWRX,MergeWorthRx Corp.,8.32,84871904.0,n/a,2013,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/mwrx,,Nasdaq,2014-12-07 09:08:00.734811
$EBSB,"Meridian Bancorp, Inc.",11,601793412.0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb,,Nasdaq,2014-12-07 09:08:00.734811
$VIVO,Meridian Bioscience Inc.,16.87,702543119.88,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo,,Nasdaq,2014-12-07 09:08:00.734811
$MMSI,"Merit Medical Systems, Inc.",15.57,675780319.26,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi,,Nasdaq,2014-12-07 09:08:00.734811
$MACK,"Merrimack Pharmaceuticals, Inc.",9.69,1026017297.22,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack,,Nasdaq,2014-12-07 09:08:00.734811
$MERU,"Meru Networks, Inc.",3.81,90677371.35,n/a,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru,,Nasdaq,2014-12-07 09:08:00.734811
$MSLI,Merus Labs International Inc.,1.3399,108861145.5876,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli,,Nasdaq,2014-12-07 09:08:00.734811
$MLAB,"Mesa Laboratories, Inc.",76.6,270469850.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab,,Nasdaq,2014-12-07 09:08:00.734811
$CASH,"Meta Financial Group, Inc.",35.13,217245571.11,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash,,Nasdaq,2014-12-07 09:08:00.734811
$MBLX,"Metabolix, Inc.",0.49,66239248.6,n/a,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx,,Nasdaq,2014-12-07 09:08:00.734811
$MEOH,Methanex Corporation,50.5,4732035284.5,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh,,Nasdaq,2014-12-07 09:08:00.734811
$MEIL,METHES ENERGIES INTERNATIONAL LTD,0.84,9626762.04,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meil,,Nasdaq,2014-12-07 09:08:00.734811
$MEILW,METHES ENERGIES INTERNATIONAL LTD,0.1,0.0,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilw,,Nasdaq,2014-12-07 09:08:00.734811
$MEILZ,METHES ENERGIES INTERNATIONAL LTD,0.1,0.0,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilz,,Nasdaq,2014-12-07 09:08:00.734811
$METR,"Metro Bancorp, Inc",25.65,364401931.95,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr,,Nasdaq,2014-12-07 09:08:00.734811
$MFRI,"MFRI, Inc.",7.7,56128195.2,n/a,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri,,Nasdaq,2014-12-07 09:08:00.734811
$MGCD,MGC Diagnostics Corporation,5.86,24940118.98,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd,,Nasdaq,2014-12-07 09:08:00.734811
$MGEE,MGE Energy Inc.,44.79,1552796292.3,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee,,Nasdaq,2014-12-07 09:08:00.734811
$MGPI,"MGP Ingredients, Inc.",15.87,279979333.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi,,Nasdaq,2014-12-07 09:08:00.734811
$MCRL,"Micrel, Incorporated",14.04,795462525.0,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/mcrl,,Nasdaq,2014-12-07 09:08:00.734811
$MCHP,Microchip Technology Incorporated,46.29,9302699707.05,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp,,Nasdaq,2014-12-07 09:08:00.734811
$MFI,MicroFinancial Incorporated,8.595,124052958.63,n/a,1999,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/mfi,,Nasdaq,2014-12-07 09:08:00.734811
$MU,"Micron Technology, Inc.",36.49,39170380393.96,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu,,Nasdaq,2014-12-07 09:08:00.734811
$MICT,"Micronet Enertec Technologies, Inc.",3.66,21342360.36,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict,,Nasdaq,2014-12-07 09:08:00.734811
$MICTW,"Micronet Enertec Technologies, Inc.",0.7496,0.0,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw,,Nasdaq,2014-12-07 09:08:00.734811
$MSCC,Microsemi Corporation,29.01,2757152029.35,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc,,Nasdaq,2014-12-07 09:08:00.734811
$MSFT,Microsoft Corporation,48.42,399118933883.34,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft,,Nasdaq,2014-12-07 09:08:00.734811
$MSTR,MicroStrategy Incorporated,169.76,1918464041.12,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr,,Nasdaq,2014-12-07 09:08:00.734811
$MVIS,"Microvision, Inc.",1.79,79561920.0,n/a,1996,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis,,Nasdaq,2014-12-07 09:08:00.734811
$MPB,Mid Penn Bancorp,15.6,54551889.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb,,Nasdaq,2014-12-07 09:08:00.734811
$MCEP,"Mid-Con Energy Partners, LP",8.55,199527741.9,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep,,Nasdaq,2014-12-07 09:08:00.734811
$MBRG,Middleburg Financial Corporation,18.25,130011430.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg,,Nasdaq,2014-12-07 09:08:00.734811
$MBCN,Middlefield Banc Corp.,33.5,68637580.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbcn,,Nasdaq,2014-12-07 09:08:00.734811
$MSEX,Middlesex Water Company,22.25,358475713.0,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex,,Nasdaq,2014-12-07 09:08:00.734811
$MOFG,"MidWestOne Financial Group, Inc.",28.44,237465155.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg,,Nasdaq,2014-12-07 09:08:00.734811
$MDXG,"MiMedx Group, Inc",10.82,1157073488.0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg,,Nasdaq,2014-12-07 09:08:00.734811
$MNDO,MIND C.T.I. Ltd.,4.2,79526655.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo,,Nasdaq,2014-12-07 09:08:00.734811
$NERV,"Minerva Neurosciences, Inc",4.4,81133720.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv,,Nasdaq,2014-12-07 09:08:00.734811
$MRTX,"Mirati Therapeutics, Inc.",15,203053935.0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx,,Nasdaq,2014-12-07 09:08:00.734811
$MSON,"MISONIX, Inc.",10.27,77072365.24,n/a,1992,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson,,Nasdaq,2014-12-07 09:08:00.734811
$MIND,"Mitcham Industries, Inc.",7.31,93332296.36,n/a,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind,,Nasdaq,2014-12-07 09:08:00.734811
$MITK,"Mitek Systems, Inc.",3.5,106762838.0,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk,,Nasdaq,2014-12-07 09:08:00.734811
$MITL,Mitel Networks Corporation,10.34,1032794779.94,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl,,Nasdaq,2014-12-07 09:08:00.734811
$MKSI,"MKS Instruments, Inc.",36.4,1931713820.4,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi,,Nasdaq,2014-12-07 09:08:00.734811
$MMAC,"MMA Capital Management, LLC",9.8001,71340268.9545,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mmac,,Nasdaq,2014-12-07 09:08:00.734811
$MINI,"Mobile Mini, Inc.",40.8,1881227126.4,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini,,Nasdaq,2014-12-07 09:08:00.734811
$MOBL,"MobileIron, Inc.",9.35,710409260.0,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl,,Nasdaq,2014-12-07 09:08:00.734811
$MOCO,"MOCON, Inc.",18.41,104445324.13,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco,,Nasdaq,2014-12-07 09:08:00.734811
$MLNK,"ModusLink Global Solutions, Inc",3.29,171445637.44,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk,,Nasdaq,2014-12-07 09:08:00.734811
$MOKO,Moko Social Media Ltd.,5.89,88432018.25,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/moko,,Nasdaq,2014-12-07 09:08:00.734811
$MOLG,"MOL Global, Inc.",2.8,189000000.0,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/molg,,Nasdaq,2014-12-07 09:08:00.734811
$MNTA,"Momenta Pharmaceuticals, Inc.",12.81,679578621.54,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta,,Nasdaq,2014-12-07 09:08:00.734811
$MCRI,"Monarch Casino & Resort, Inc.",16.59,278763910.11,n/a,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri,,Nasdaq,2014-12-07 09:08:00.734811
$MNRK,"Monarch Financial Holdings, Inc.",12.8,136279974.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk,,Nasdaq,2014-12-07 09:08:00.734811
$MDLZ,"Mondelez International, Inc.",38.5,64677042045.0,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz,,Nasdaq,2014-12-07 09:08:00.734811
